"tweet_id","dataset","major","minor","tokens_n"
"956532166900494336","leg_follower","0","0","9"
"948374544829607936","leg_follower","0","0","18"
"1001899966032502787","leg_follower","0","0","11"
"958534915469053952","leg_follower","0","0","4"
"953344499933163520","leg_follower","0","0","6"
"971038057561509893","leg_follower","0","0","16"
"1003364001340850176","leg_follower","0","0","11"
"998201074686324737","leg_follower","0","0","7"
"992149203227955206","leg_follower","0","0","21"
"992945040233201665","leg_follower","0","0","5"
"1000218735528087552","leg_follower","0","0","13"
"997210027667566592","leg_follower","0","0","19"
"1001873413336543232","leg_follower","0","0","10"
"949881146300657665","leg_follower","0","0","9"
"994215622807572480","leg_follower","0","0","8"
"976280149254524929","leg_follower","0","0","10"
"992370569575387136","leg_follower","0","0","21"
"966716752615825408","leg_follower","0","0","7"
"954727094239551488","leg_follower","0","0","7"
"984152585564246018","leg_follower","0","0","5"
"986082620147666944","leg_follower","0","0","10"
"995778573129707520","leg_follower","0","0","5"
"993232595101147138","leg_follower","0","0","6"
"996851584733720577","leg_follower","0","0","6"
"970488330268721152","leg_follower","0","0","9"
"984929539905204225","leg_follower","0","0","9"
"957326086043443200","leg_follower","0","0","11"
"955494292633645056","leg_follower","0","0","4"
"999204984754462720","leg_follower","0","0","19"
"948757716801073152","leg_follower","0","0","5"
"948950590956195841","leg_follower","0","0","23"
"951803985748312066","leg_follower","0","0","7"
"996683464169705472","leg_follower","0","0","15"
"961684209504018432","leg_follower","0","0","15"
"1001423627277942784","leg_follower","0","0","22"
"958493809708535810","leg_follower","0","0","21"
"951264892169998336","leg_follower","0","0","7"
"977049764884828160","leg_follower","0","0","10"
"983530223735099393","leg_follower","0","0","6"
"975648167814488065","leg_follower","0","0","17"
"1000361324570869760","leg_follower","0","0","10"
"966642261047103493","leg_follower","0","0","47"
"1000843050921291777","leg_follower","0","0","6"
"953204636659453952","leg_follower","0","0","11"
"966300122081628160","leg_follower","0","0","10"
"981586176451760128","leg_follower","0","0","15"
"967783820962484225","leg_follower","0","0","24"
"997842285042728960","leg_follower","0","0","10"
"994870900951601152","leg_follower","0","0","8"
"992900858651164672","leg_follower","0","0","14"
"999017170326695938","leg_follower","0","0","11"
"974672413605617665","leg_follower","0","0","16"
"970674025033879553","leg_follower","0","0","20"
"1005875871192961024","leg_follower","0","0","18"
"955497130856136705","leg_follower","0","0","5"
"995879681550266368","leg_follower","0","0","6"
"1003521919012855808","leg_follower","0","0","10"
"1005515747450335232","leg_follower","0","0","8"
"965032230518009856","leg_follower","0","0","7"
"1001985974484815873","leg_follower","0","0","5"
"985208671549444096","leg_follower","0","0","8"
"968168804026146816","leg_follower","0","0","23"
"974349817253052417","leg_follower","0","0","14"
"995569611012624384","leg_follower","0","0","15"
"964143977049001984","leg_follower","0","0","17"
"965448759181217792","leg_follower","0","0","21"
"969364134352613376","leg_follower","0","0","5"
"974494700416614401","leg_follower","0","0","5"
"981920743142207488","leg_follower","0","0","12"
"1000007912583061504","leg_follower","0","0","14"
"976666934564462592","leg_follower","0","0","9"
"948536212230430720","leg_follower","0","0","23"
"952589279330426880","leg_follower","0","0","7"
"962785637438050304","leg_follower","0","0","6"
"978717344414478336","leg_follower","0","0","8"
"1001563195612557312","leg_follower","0","0","12"
"993870194844971008","leg_follower","0","0","15"
"971515931745837056","leg_follower","0","0","11"
"9.99283E+17","leg_follower","0","0","20"
"997594169995644928","leg_follower","0","0","6"
"995986111834021889","leg_follower","0","0","9"
"988765338249637889","leg_follower","0","0","25"
"974045865739542528","leg_follower","0","0","23"
"968309435000066048","leg_follower","0","0","7"
"959617329951858688","leg_follower","0","0","5"
"975355349308854272","leg_follower","0","0","14"
"998374166251352064","leg_follower","0","0","4"
"994689876623675392","leg_follower","0","0","15"
"981529978964717569","leg_follower","0","0","7"
"995490992051671041","leg_follower","0","0","11"
"971784441172504579","leg_follower","0","0","26"
"961099676576567296","leg_follower","0","0","15"
"985906644143017984","leg_follower","0","0","13"
"992465912585506821","leg_follower","0","0","12"
"983440283839942657","leg_follower","0","0","5"
"1000761779956236291","leg_follower","0","0","5"
"995733460676423680","leg_follower","0","0","12"
"979527774837846017","leg_follower","0","0","10"
"954336054601048064","leg_follower","0","0","14"
"985161313470042113","leg_follower","0","0","12"
"954062224590557184","leg_follower","0","0","4"
"981332395214475264","leg_follower","0","0","22"
"967207979610267649","leg_follower","0","0","17"
"995015490711048192","leg_follower","0","0","6"
"994438455160688642","leg_follower","0","0","12"
"971765846161985536","leg_follower","0","0","10"
"977374331604033536","leg_follower","0","0","9"
"999002883667431424","leg_follower","0","0","4"
"979613410429202435","leg_follower","0","0","22"
"967553508206698497","leg_follower","0","0","20"
"963856844966871040","leg_follower","0","0","6"
"959660495782412288","leg_follower","0","0","4"
"979527354249773056","leg_follower","0","0","8"
"1002572103953076224","leg_follower","0","0","16"
"1002437274188042240","leg_follower","0","0","12"
"994598850592694272","leg_follower","0","0","5"
"948162729054998528","leg_follower","0","0","6"
"977339922230124544","leg_follower","0","0","9"
"966778394670022656","leg_follower","0","0","12"
"958527442380996609","leg_follower","0","0","10"
"976617263565549569","leg_follower","0","0","8"
"999227447311785984","leg_follower","0","0","13"
"994987477952851969","leg_follower","0","0","4"
"1001639719489417217","leg_follower","0","0","13"
"954733094623264771","leg_follower","0","0","9"
"958014376056778752","leg_follower","0","0","7"
"995392435042836480","leg_follower","0","0","15"
"986394874151780352","leg_follower","0","0","9"
"986641193344827392","leg_follower","0","0","5"
"976254930485997569","leg_follower","0","0","11"
"952947237750964225","leg_follower","0","0","20"
"980556517563777024","leg_follower","0","0","7"
"972990758071472128","leg_follower","0","0","5"
"1002731592425459712","leg_follower","0","0","6"
"965704494200782850","leg_follower","0","0","12"
"959200626688299008","leg_follower","0","0","19"
"978434252629999616","leg_follower","0","0","7"
"998989075318296577","leg_follower","0","0","15"
"997653375343775745","leg_follower","0","0","12"
"988023696894947328","leg_follower","0","0","20"
"981799914794516480","leg_follower","0","0","21"
"995637141412700160","leg_follower","0","0","8"
"993911221656195074","leg_follower","0","0","21"
"966041044721823746","leg_follower","0","0","9"
"972335497887584257","leg_follower","0","0","21"
"991477522318659584","leg_follower","0","0","15"
"958320551151456257","leg_follower","0","0","17"
"985229615269580801","leg_follower","0","0","10"
"965004351537401856","leg_follower","0","0","21"
"993225969690468352","leg_follower","0","0","19"
"964360672543780864","leg_follower","0","0","21"
"966123353248600064","leg_follower","0","0","4"
"995494628076896256","leg_follower","0","0","4"
"958122384891899905","leg_follower","0","0","10"
"996314117798531075","leg_follower","0","0","16"
"948090921148489734","leg_follower","0","0","24"
"970694524275183616","leg_follower","0","0","17"
"988972558233014272","leg_follower","0","0","5"
"1000981257071792128","leg_follower","0","0","13"
"967270174930870275","leg_follower","0","0","25"
"950058739905781762","leg_follower","0","0","6"
"949130561272012805","leg_follower","0","0","6"
"952743898421628930","leg_follower","0","0","19"
"1003062544813080576","leg_follower","0","0","5"
"978799626126991360","leg_follower","0","0","24"
"954718940168708096","leg_follower","0","0","17"
"963214344413523969","leg_follower","0","0","21"
"997108827727319042","leg_follower","0","0","7"
"983606590984146944","leg_follower","0","0","24"
"999771027562553345","leg_follower","0","0","12"
"956883789573103618","leg_follower","0","0","23"
"995820749465190401","leg_follower","0","0","6"
"995348375125086209","leg_follower","0","0","6"
"999105912047452160","leg_follower","0","0","22"
"966045992477863937","leg_follower","0","0","8"
"991664911238488066","leg_follower","0","0","13"
"964478960817106951","leg_follower","0","0","6"
"967537362967330816","leg_follower","0","0","11"
"980894522426249216","leg_follower","0","0","10"
"994540611754655744","leg_follower","0","0","7"
"991729622806081536","leg_follower","0","0","4"
"996575840086437888","leg_follower","0","0","22"
"985306825192083456","leg_follower","0","0","13"
"972870488845357057","leg_follower","0","0","8"
"978262504295010305","leg_follower","0","0","13"
"985141390974824448","leg_follower","0","0","8"
"978066854169141248","leg_follower","0","0","4"
"977287239418957824","leg_follower","0","0","13"
"962604284008386565","leg_follower","0","0","16"
"969917714360803328","leg_follower","0","0","14"
"992546263848505345","leg_follower","0","0","8"
"979851410501242880","leg_follower","0","0","7"
"990058470899703808","leg_follower","0","0","7"
"994748997242941441","leg_follower","0","0","12"
"997125445626810368","leg_follower","0","0","10"
"984880322495111171","leg_follower","0","0","7"
"969638411098361857","leg_follower","0","0","8"
"955281116981739521","leg_follower","0","0","19"
"986470518273527808","leg_follower","0","0","9"
"967406513089376261","leg_follower","0","0","14"
"995871401457438721","leg_follower","0","0","12"
"994285758432399360","leg_follower","0","0","6"
"961335049298817031","leg_follower","0","0","9"
"973884264063238145","leg_follower","0","0","11"
"970093042630823937","leg_follower","0","0","16"
"965953039680057344","leg_follower","0","0","5"
"954438309882707968","leg_follower","0","0","17"
"990458055199412225","leg_follower","0","0","9"
"992948371458420736","leg_follower","0","0","17"
"984705440033406976","leg_follower","0","0","7"
"974012984388276224","leg_follower","0","0","13"
"983722027281346560","leg_follower","0","0","12"
"996164162911899649","leg_follower","0","0","10"
"996447478936465410","leg_follower","0","0","12"
"990376090643386368","leg_follower","0","0","9"
"969454938542702592","leg_follower","0","0","12"
"969695595433570304","leg_follower","0","0","18"
"964634332336984064","leg_follower","0","0","16"
"996516454832005120","leg_follower","0","0","8"
"950112430952247296","leg_follower","0","0","11"
"971086170229624832","leg_follower","0","0","23"
"986719372218716160","leg_follower","0","0","13"
"968710974587973633","leg_follower","0","0","11"
"949078159395377153","leg_follower","0","0","9"
"957696556722880512","leg_follower","0","0","19"
"974395068651057153","leg_follower","0","0","4"
"996273409007943681","leg_follower","0","0","20"
"958873491100618752","leg_follower","0","0","12"
"960595515149897728","leg_follower","0","0","6"
"953407945013735424","leg_follower","0","0","15"
"981023880742621184","leg_follower","0","0","12"
"995354174111080448","leg_follower","0","0","24"
"961996392792289280","leg_follower","0","0","4"
"959895995265019904","leg_follower","0","0","19"
"969161122149552128","leg_follower","0","0","17"
"981291325520662529","leg_follower","0","0","10"
"983584425823924226","leg_follower","0","0","11"
"961265383238926338","leg_follower","0","0","21"
"967420263301369857","leg_follower","0","0","16"
"957430809941741568","leg_follower","0","0","10"
"997240739443724288","leg_follower","0","0","19"
"987290898210934785","leg_follower","0","0","14"
"982410276015403008","leg_follower","0","0","4"
"980300094040928257","leg_follower","0","0","4"
"968919134573604865","leg_follower","0","0","13"
"973300266513719298","leg_follower","0","0","7"
"994681162294595585","leg_follower","0","0","18"
"1000571368709263361","leg_follower","0","0","17"
"1002204060655775745","leg_follower","0","0","6"
"959907731674189826","leg_follower","0","0","9"
"984876149825142784","leg_follower","0","0","15"
"978961781723942912","leg_follower","0","0","9"
"953398501278343168","leg_follower","0","0","11"
"991887446471147520","leg_follower","0","0","8"
"965313062805712896","leg_follower","0","0","8"
"994374074850856961","leg_follower","0","0","18"
"955639000928157696","leg_follower","0","0","17"
"980246781878521858","leg_follower","0","0","9"
"966164133359030273","leg_follower","0","0","8"
"983147911813873665","leg_follower","0","0","28"
"986083381397082113","leg_follower","0","0","6"
"984565821794955264","leg_follower","0","0","15"
"1002678265528573952","leg_follower","0","0","4"
"986325775384236032","leg_follower","0","0","9"
"981675454200532992","leg_follower","0","0","21"
"967936145089703936","leg_follower","0","0","23"
"994817870822543361","leg_follower","0","0","22"
"973586798180995073","leg_follower","0","0","20"
"978237795868164096","leg_follower","0","0","14"
"977699755601137667","leg_follower","0","0","4"
"981210380817977344","leg_follower","0","0","14"
"991752036881444869","leg_follower","0","0","12"
"975871448689586178","leg_follower","0","0","9"
"995226965199147008","leg_follower","0","0","5"
"966387347993620480","leg_follower","0","0","17"
"962709040634781697","leg_follower","0","0","15"
"987358749848489984","leg_follower","0","0","7"
"977038178216529920","leg_follower","0","0","13"
"986301666726211585","leg_follower","0","0","7"
"966345586575400962","leg_follower","0","0","14"
"992401179144531968","leg_follower","0","0","18"
"973313878544154624","leg_follower","0","0","9"
"964336554876469248","leg_follower","0","0","21"
"961355618622697472","leg_follower","0","0","10"
"983401484439248897","leg_follower","0","0","18"
"993390045330538496","leg_follower","0","0","8"
"983777087570903040","leg_follower","0","0","8"
"981664766182723585","leg_follower","0","0","11"
"994657234951983105","leg_follower","0","0","10"
"995923029300531200","leg_follower","0","0","14"
"991772829673811968","leg_follower","0","0","9"
"956952591551918080","leg_follower","0","0","14"
"989479680125407233","leg_follower","0","0","12"
"966359686466424838","leg_follower","0","0","10"
"995407249710301184","leg_follower","0","0","24"
"994172872494022656","leg_follower","0","0","11"
"993600776424615938","leg_follower","0","0","5"
"969295497381994498","leg_follower","0","0","16"
"985193090729291777","leg_follower","0","0","21"
"973637115631239170","leg_follower","0","0","21"
"986940991654547462","leg_follower","0","0","12"
"995014812508794880","leg_follower","0","0","12"
"992196566227341312","leg_follower","0","0","4"
"989951964585906176","leg_follower","0","0","17"
"976288115366203392","leg_follower","0","0","8"
"953850517691617281","leg_follower","0","0","12"
"986479888675819520","leg_follower","0","0","11"
"949868892473700352","leg_follower","0","0","16"
"990073350247591936","leg_follower","0","0","16"
"998988424336949248","leg_follower","0","0","10"
"972184009731137536","leg_follower","0","0","10"
"986053918575742976","leg_follower","0","0","8"
"954179641190727680","leg_follower","0","0","11"
"972899515559800833","leg_follower","0","0","7"
"955861458725687296","leg_follower","0","0","10"
"989874144216014848","leg_follower","0","0","10"
"976919565945921539","leg_follower","0","0","23"
"978772422936727552","leg_follower","0","0","15"
"975431911123365889","leg_follower","0","0","9"
"953635522383110145","leg_follower","0","0","8"
"951719326897258496","leg_follower","0","0","11"
"978952386021679104","leg_follower","0","0","7"
"954600454268313600","leg_follower","0","0","16"
"1005682710700937216","leg_follower","0","0","4"
"1005084769330384896","leg_follower","0","0","14"
"963526850159919104","leg_follower","0","0","5"
"984882130340626432","leg_follower","0","0","17"
"1003434117646741504","leg_follower","0","0","10"
"966099922943725568","leg_follower","0","0","5"
"955559686203412480","leg_follower","0","0","18"
"956945382088544256","leg_follower","0","0","8"
"990236601904189441","leg_follower","0","0","8"
"985513778929283073","leg_follower","0","0","12"
"971069686526947329","leg_follower","0","0","23"
"948308119624429568","leg_follower","0","0","20"
"999804533055348736","leg_follower","0","0","5"
"961545521973231616","leg_follower","0","0","12"
"954607781763538944","leg_follower","0","0","14"
"955520732909498368","leg_follower","0","0","10"
"995318433096065025","leg_follower","0","0","14"
"993596998333890562","leg_follower","0","0","11"
"1003062555445809153","leg_follower","0","0","7"
"977478078329835520","leg_follower","0","0","6"
"982344028015349760","leg_follower","0","0","9"
"973049459646099458","leg_follower","0","0","7"
"993040970206924800","leg_follower","0","0","18"
"967952352035655680","leg_follower","0","0","5"
"963423010723188736","leg_follower","0","0","8"
"982263216582492166","leg_follower","0","0","4"
"955188375262130176","leg_follower","0","0","26"
"981303114333487104","leg_follower","0","0","25"
"992053141431517185","leg_follower","0","0","13"
"964974913307205633","leg_follower","0","0","18"
"987886580110012417","leg_follower","0","0","6"
"988592322400210944","leg_follower","0","0","8"
"975770318496178177","leg_follower","0","0","6"
"962037311524474880","leg_follower","0","0","13"
"978378598401781760","leg_follower","0","0","16"
"994850219715112962","leg_follower","0","0","23"
"962990369943191553","leg_follower","0","0","16"
"966761876418973703","leg_follower","0","0","13"
"976821205993959424","leg_follower","0","0","19"
"950762448591650816","leg_follower","0","0","10"
"992156164136808450","leg_follower","0","0","5"
"963611120501182465","leg_follower","0","0","7"
"958900944858738689","leg_follower","0","0","7"
"957116981215416320","leg_follower","0","0","11"
"966416723682377728","leg_follower","0","0","19"
"960352206468927489","leg_follower","0","0","5"
"987685960996589570","leg_follower","0","0","7"
"965867903445745665","leg_follower","0","0","10"
"954166551074177024","leg_follower","0","0","7"
"968363640633118721","leg_follower","0","0","4"
"990638205375533056","leg_follower","0","0","7"
"992059057904201728","leg_follower","0","0","16"
"970424827960991744","leg_follower","0","0","11"
"998816800295956480","leg_follower","0","0","12"
"958195721504772096","leg_follower","0","0","17"
"982840161267363846","leg_follower","0","0","4"
"954910913651503110","leg_follower","0","0","20"
"988061981184741380","leg_follower","0","0","10"
"991507301726130177","leg_follower","0","0","14"
"989882336660484096","leg_follower","0","0","9"
"971894205055344640","leg_follower","0","0","12"
"983523277439152128","leg_follower","0","0","10"
"965775930785501184","leg_follower","0","0","9"
"955275210957221894","leg_follower","0","0","7"
"998618087158149123","leg_follower","0","0","12"
"989186958562766848","leg_follower","0","0","21"
"977988730689486848","leg_follower","0","0","6"
"998535434450952193","leg_follower","0","0","7"
"977033140429565952","leg_follower","0","0","11"
"976151859168776192","leg_follower","0","0","4"
"959956287944626176","leg_follower","0","0","6"
"997405998913654785","leg_follower","0","0","12"
"954138402152165377","leg_follower","0","0","14"
"950081163997122560","leg_follower","0","0","19"
"989949998564495360","leg_follower","0","0","6"
"989037227249487873","leg_follower","0","0","7"
"977477307089719296","leg_follower","0","0","17"
"993140979271131137","leg_follower","0","0","9"
"979601500828680192","leg_follower","0","0","5"
"963911408462258176","leg_follower","0","0","5"
"974346725124124683","leg_follower","0","0","20"
"983471623197069313","leg_follower","0","0","14"
"978095321514422274","leg_follower","0","0","5"
"997321898710196225","leg_follower","0","0","8"
"965687839642955776","leg_follower","0","0","23"
"976145358677045250","leg_follower","0","0","19"
"961049651238457344","leg_follower","0","0","11"
"989445300698931200","leg_follower","0","0","6"
"983431948524834818","leg_follower","0","0","15"
"969704169518043139","leg_follower","0","0","13"
"1004461649665945601","leg_follower","0","0","21"
"959210063117340672","leg_follower","0","0","7"
"967552013163810816","leg_follower","0","0","11"
"973049713703333888","leg_follower","0","0","14"
"980257251708547073","leg_follower","0","0","14"
"982849530797477890","leg_follower","0","0","9"
"951448172873879552","leg_follower","0","0","20"
"978331970332590082","leg_follower","0","0","7"
"948058079207321605","leg_follower","0","0","8"
"971841657766273024","leg_follower","0","0","9"
"994508829084848133","leg_follower","0","0","6"
"963394368458711040","leg_follower","0","0","18"
"996900322307174400","leg_follower","0","0","21"
"949300472883523586","leg_follower","0","0","20"
"998030458234507265","leg_follower","0","0","6"
"955491410500714498","leg_follower","0","0","6"
"964471122870747137","leg_follower","0","0","8"
"979890362146803712","leg_follower","0","0","19"
"964172456289284098","leg_follower","0","0","16"
"974012360301129728","leg_follower","0","0","21"
"983272314732253184","leg_follower","0","0","14"
"963629121262800896","leg_follower","0","0","6"
"957292616143400961","leg_follower","0","0","6"
"976368264585478145","leg_follower","0","0","10"
"987408458298396672","leg_follower","0","0","14"
"995385185112936451","leg_follower","0","0","5"
"1002453249612492800","leg_follower","0","0","22"
"999263925903478784","leg_follower","0","0","17"
"976221870747013120","leg_follower","0","0","15"
"995068154463358978","leg_follower","0","0","12"
"988753937288388609","leg_follower","0","0","8"
"988768270735101953","leg_follower","0","0","11"
"953301288799924224","leg_follower","0","0","26"
"992996230090313728","leg_follower","0","0","8"
"996495133045641218","leg_follower","0","0","25"
"955596031445516288","leg_follower","0","0","6"
"985704360754720768","leg_follower","0","0","13"
"1003426989376724992","leg_follower","0","0","5"
"951534941279420417","leg_follower","0","0","11"
"999441560738594816","leg_follower","0","0","4"
"975038644682620928","leg_follower","0","0","19"
"997199126122188800","leg_follower","0","0","18"
"964720568145719296","leg_follower","0","0","10"
"993961539764965382","leg_follower","0","0","4"
"965944747704512512","leg_follower","0","0","10"
"986586625168887808","leg_follower","0","0","23"
"972855191774154753","leg_follower","0","0","10"
"956225767909683200","leg_follower","0","0","10"
"984787515017125892","leg_follower","0","0","14"
"956908478286696448","leg_follower","0","0","11"
"950930080229969920","leg_follower","0","0","9"
"965402791559786496","leg_follower","0","0","16"
"991626470576533505","leg_follower","0","0","4"
"984871550628368385","leg_follower","0","0","9"
"996881257110831104","leg_follower","0","0","20"
"1001248231735660544","leg_follower","0","0","10"
"950184428906696704","leg_follower","0","0","6"
"985604125910941697","leg_follower","0","0","9"
"976110741051748352","leg_follower","0","0","8"
"1003400206925352960","leg_follower","0","0","8"
"997523170100895744","leg_follower","0","0","15"
"992815106059841537","leg_follower","0","0","8"
"986813327211810816","leg_follower","0","0","4"
"988236873834233857","leg_follower","0","0","13"
"954142965664047104","leg_follower","0","0","6"
"988537356637614080","leg_follower","0","0","17"
"971947142859444224","leg_follower","0","0","11"
"952444188175544320","leg_follower","0","0","23"
"987007994356490240","leg_follower","0","0","9"
"958099635259826176","leg_follower","0","0","11"
"997585463081779206","leg_follower","0","0","10"
"975798915458064385","leg_follower","0","0","4"
"983873520802426880","leg_follower","0","0","7"
"996511778292031488","leg_follower","0","0","12"
"974992900382654464","leg_follower","0","0","7"
"966081548125655040","leg_follower","0","0","13"
"982379900446429184","leg_follower","0","0","11"
"967041988624355333","leg_follower","0","0","22"
"1006230933010345985","leg_follower","0","0","21"
"976244895689138176","leg_follower","0","0","16"
"973860787251945473","leg_follower","0","0","4"
"960859240268120064","leg_follower","0","0","18"
"971745969044967426","leg_follower","0","0","9"
"993423378731151360","leg_follower","0","0","9"
"995184570260705280","leg_follower","0","0","12"
"997778197432369152","leg_follower","0","0","14"
"988818967799181312","leg_follower","0","0","10"
"993695288547213312","leg_follower","0","0","9"
"953135282446110721","leg_follower","0","0","6"
"966386517055819781","leg_follower","0","0","12"
"1002212634559643648","leg_follower","0","0","16"
"965172258653331456","leg_follower","0","0","9"
"1002879443617001472","leg_follower","0","0","10"
"974016383661912064","leg_follower","0","0","7"
"1001511739291250688","leg_follower","0","0","17"
"997127842373799936","leg_follower","0","0","12"
"959818879525670918","leg_follower","0","0","11"
"972200530616422400","leg_follower","0","0","16"
"992254723737595904","leg_follower","0","0","22"
"994091149202788352","leg_follower","0","0","8"
"990966663196573696","leg_follower","0","0","10"
"988937311474847745","leg_follower","0","0","14"
"984965321583988742","leg_follower","0","0","8"
"997538181586309120","leg_follower","0","0","7"
"996947227305218054","leg_follower","0","0","24"
"977356813359235072","leg_follower","0","0","10"
"956331291288526848","leg_follower","0","0","19"
"975129530364059648","leg_follower","0","0","7"
"977744003285311488","leg_follower","0","0","8"
"996384986633834497","leg_follower","0","0","6"
"984501518010388482","leg_follower","0","0","11"
"996401084573745152","leg_follower","0","0","17"
"1001095379931222016","leg_follower","0","0","12"
"974045220634415106","leg_follower","0","0","6"
"982760055341813761","leg_follower","0","0","4"
"972252490052890625","leg_follower","0","0","6"
"958556504101195777","leg_follower","0","0","5"
"967822066534830080","leg_follower","0","0","12"
"1004013393081262081","leg_follower","0","0","6"
"983487010814996480","leg_follower","0","0","15"
"996457031442817024","leg_follower","0","0","7"
"974885162835066880","leg_follower","0","0","7"
"988529167221346304","leg_follower","0","0","9"
"976530390432276483","leg_follower","0","0","8"
"986390439417778176","leg_follower","0","0","10"
"949857023360995329","leg_follower","0","0","5"
"986051292664606722","leg_follower","0","0","16"
"995779152962838528","leg_follower","0","0","21"
"981568952705761280","leg_follower","0","0","17"
"989928084290719744","leg_follower","0","0","18"
"966065194555199488","leg_follower","0","0","9"
"952050359459082240","leg_follower","0","0","20"
"996524310993846272","leg_follower","0","0","20"
"979058110689107968","leg_follower","0","0","15"
"980911511882346501","leg_follower","0","0","4"
"1003106170876366849","leg_follower","0","0","11"
"952500936123080705","leg_follower","0","0","8"
"951959282299408384","leg_follower","0","0","10"
"1002966977042714624","leg_follower","0","0","6"
"959513888940281856","leg_follower","0","0","15"
"978737307799957504","leg_follower","0","0","6"
"977277318703079425","leg_follower","0","0","14"
"993252589239193600","leg_follower","0","0","14"
"978314415517859841","leg_follower","0","0","9"
"995047380830470145","leg_follower","0","0","16"
"979170586818744320","leg_follower","0","0","22"
"964666445320806400","leg_follower","0","0","4"
"1000608738930282496","leg_follower","0","0","12"
"979494172372688897","leg_follower","0","0","9"
"955609586211409920","leg_follower","0","0","8"
"989732528398385153","leg_follower","0","0","23"
"958857529957679104","leg_follower","0","0","14"
"981368039068221440","leg_follower","0","0","5"
"951901895370657792","leg_follower","0","0","24"
"953133111386271744","leg_follower","0","0","17"
"994739040246222849","leg_follower","0","0","5"
"966470117549924352","leg_follower","0","0","14"
"989153081983164416","leg_follower","0","0","17"
"982001604453953536","leg_follower","0","0","7"
"973350813312716800","leg_follower","0","0","8"
"973146208779886592","leg_follower","0","0","21"
"993132472392183808","leg_follower","0","0","11"
"999096671719100417","leg_follower","0","0","14"
"949809424171970561","leg_follower","0","0","19"
"989302488493953026","leg_follower","0","0","14"
"974412160020500480","leg_follower","0","0","21"
"949826857440104448","leg_follower","0","0","13"
"989635286287179776","leg_follower","0","0","4"
"993344599111454721","leg_follower","0","0","14"
"986400776758030336","leg_follower","0","0","8"
"1002399908484321280","leg_follower","0","0","8"
"970161942726889472","leg_follower","0","0","15"
"993160719527968768","leg_follower","0","0","14"
"990440140412633088","leg_follower","0","0","8"
"989700725469995009","leg_follower","0","0","7"
"983427449516998656","leg_follower","0","0","9"
"949633721447141376","leg_follower","0","0","12"
"960610557295583234","leg_follower","0","0","21"
"985590998880477185","leg_follower","0","0","20"
"953007852028755968","leg_follower","0","0","26"
"974739695199555584","leg_follower","0","0","10"
"965218935724535808","leg_follower","0","0","14"
"978733428295249920","leg_follower","0","0","22"
"972242253480648704","leg_follower","0","0","5"
"988946774709567489","leg_follower","0","0","4"
"996272204273864704","leg_follower","0","0","11"
"981338781868576769","leg_follower","0","0","4"
"985991497576263681","leg_follower","0","0","5"
"975386374613299200","leg_follower","0","0","22"
"986090964103188486","leg_follower","0","0","4"
"989951804740956161","leg_follower","0","0","11"
"961045186871726080","leg_follower","0","0","24"
"955082034593976321","leg_follower","0","0","7"
"949984532941492224","leg_follower","0","0","4"
"972985652970172417","leg_follower","0","0","8"
"987027156575408133","leg_follower","0","0","5"
"978698776264065025","leg_follower","0","0","5"
"961223076049428480","leg_follower","0","0","9"
"997176825917923328","leg_follower","0","0","11"
"977045619452899328","leg_follower","0","0","4"
"975797890596655104","leg_follower","0","0","5"
"996626268903718912","leg_follower","0","0","12"
"962287618540097542","leg_follower","0","0","8"
"971878988833439744","leg_follower","0","0","8"
"960839051451535360","leg_follower","0","0","5"
"985810565112193025","leg_follower","0","0","15"
"992575536173006848","leg_follower","0","0","9"
"953634980948791296","leg_follower","0","0","5"
"969091465325420545","leg_follower","0","0","6"
"953327152560312321","leg_follower","0","0","13"
"992613415871889408","leg_follower","0","0","7"
"966194253935382529","leg_follower","0","0","6"
"980174356482547712","leg_follower","0","0","17"
"973193500949925888","leg_follower","0","0","13"
"991700120428302341","leg_follower","0","0","13"
"948024000235560961","leg_follower","0","0","10"
"964976565829369858","leg_follower","0","0","20"
"1002382566316314624","leg_follower","0","0","23"
"971908502158495744","leg_follower","0","0","7"
"951652699627339776","leg_follower","0","0","4"
"1000201553376985088","leg_follower","0","0","6"
"957367909721899008","leg_follower","0","0","12"
"967017333486219264","leg_follower","0","0","18"
"995151534542458880","leg_follower","0","0","18"
"982043501260169218","leg_follower","0","0","4"
"958484648971177984","leg_follower","0","0","5"
"959050133915799552","leg_follower","0","0","16"
"966286808081485824","leg_follower","0","0","13"
"989212298274312192","leg_follower","0","0","10"
"984055278634262528","leg_follower","0","0","5"
"1001146780371881984","leg_follower","0","0","9"
"973054998685794304","leg_follower","0","0","9"
"991117973673914371","leg_follower","0","0","25"
"978616822529478656","leg_follower","0","0","7"
"999493207636488192","leg_follower","0","0","11"
"974053299115778048","leg_follower","0","0","6"
"980053607172202496","leg_follower","0","0","6"
"960225921297940481","leg_follower","0","0","7"
"987227345772863490","leg_follower","0","0","11"
"1001263569080467457","leg_follower","0","0","14"
"950729151282999298","leg_follower","0","0","16"
"970686133934985216","leg_follower","0","0","12"
"974336789342126080","leg_follower","0","0","18"
"989172042812592128","leg_follower","0","0","5"
"962561377905803264","leg_follower","0","0","20"
"953778252937441281","leg_follower","0","0","18"
"977198464252678145","leg_follower","0","0","24"
"948407690476179456","leg_follower","0","0","4"
"963150264055234560","leg_follower","0","0","7"
"974632842469806080","leg_follower","0","0","5"
